x y z u_s_num u_c_num u_s_exact u_c_exact err_s err_c
0.791667 0.541667 0.375 0.565815 0.0237417 0.557611 0.0396282 0.00820449 -0.0158864
0.833333 0.541667 0.375 0.464894 0.0304627 0.457988 0.0432582 0.00690651 -0.0127955
0.875 0.541667 0.375 0.35594 0.0366111 0.350529 0.046148 0.00541149 -0.00953687
0.916667 0.541667 0.375 0.240803 0.0420276 0.237072 0.0482482 0.00373121 -0.00622057
0.958333 0.541667 0.375 0.121459 0.0465371 0.119559 0.0495229 0.0019006 -0.00298576
1 0.541667 0.375 1.12175e-16 0.0499502 1.12175e-16 0.0499502 -2.46519e-32 -6.93889e-18
0 0.583333 0.375 0 -0.0990458 0 -0.0990458 0 1.38778e-17
0.0416667 0.583333 0.375 0.117225 -0.102966 0.116481 -0.0981984 0.000743775 -0.00476806
0.0833333 0.583333 0.375 0.232518 -0.10453 0.23097 -0.0956709 0.00154847 -0.00885937
0.125 0.583333 0.375 0.344003 -0.103933 0.341506 -0.0915064 0.00249702 -0.0124264
0.166667 0.583333 0.375 0.449785 -0.101347 0.4462 -0.0857761 0.0035852 -0.0155713
0.208333 0.583333 0.375 0.548025 -0.0969261 0.543258 -0.0785783 0.00476704 -0.0183479
0.25 0.583333 0.375 0.637005 -0.090808 0.631021 -0.0700359 0.00598304 -0.020772
0.291667 0.583333 0.375 0.715163 -0.0831307 0.707988 -0.0602952 0.00717537 -0.0228355
0.333333 0.583333 0.375 0.781135 -0.0740401 0.77284 -0.0495229 0.00829441 -0.0245172
0.375 0.583333 0.375 0.83377 -0.0636954 0.824469 -0.0379032 0.00930048 -0.0257922
0.416667 0.583333 0.375 0.872154 -0.0522722 0.861991 -0.0256349 0.0101631 -0.0266373
0.458333 0.583333 0.375 0.895624 -0.0399628 0.884765 -0.0129281 0.0108596 -0.0270347
0.5 0.583333 0.375 0.903772 -0.0269736 0.892399 -6.0648e-18 0.0113734 -0.0269736
0.541667 0.583333 0.375 0.896457 -0.013523 0.884765 0.0129281 0.0116926 -0.026451
0.583333 0.583333 0.375 0.8738 0.000163169 0.861991 0.0256349 0.0118086 -0.0254718
0.625 0.583333 0.375 0.836184 0.0138546 0.824469 0.0379032 0.0117148 -0.0240486
0.666667 0.583333 0.375 0.784245 0.0273204 0.77284 0.0495229 0.0114049 -0.0222025
0.708333 0.583333 0.375 0.718859 0.0403315 0.707988 0.0602952 0.0108709 -0.0199637
0.75 0.583333 0.375 0.641123 0.0526615 0.631021 0.0700359 0.0101014 -0.0173744
0.791667 0.583333 0.375 0.552338 0.0640851 0.543258 0.0785783 0.00908032 -0.0144932
0.833333 0.583333 0.375 0.453988 0.0743738 0.4462 0.0857761 0.00778819 -0.0114023
0.875 0.583333 0.375 0.347714 0.083288 0.341506 0.0915064 0.0062078 -0.00821837
0.916667 0.583333 0.375 0.235309 0.0905676 0.23097 0.0956709 0.00433883 -0.00510321
0.958333 0.583333 0.375 0.118707 0.0959249 0.116481 0.0981984 0.00222528 -0.00227347
1 0.583333 0.375 1.09287e-16 0.0990458 1.09287e-16 0.0990458 -1.2326e-32 -1.38778e-17
0 0.625 0.375 0 -0.146447 0 -0.146447 0 2.77556e-17
0.0416667 0.625 0.375 0.111753 -0.15041 0.111411 -0.145194 0.000342124 -0.00521577
0.0833333 0.625 0.375 0.221701 -0.150919 0.220916 -0.141457 0.000785505 -0.00946236
0.125 0.625 0.375 0.328105 -0.148295 0.326641 -0.135299 0.0014642 -0.0129959
0.166667 0.625 0.375 0.42916 -0.142824 0.426777 -0.126826 0.00238372 -0.0159971
0.208333 0.625 0.375 0.523098 -0.134757 0.51961 -0.116184 0.00348794 -0.0185731
0.25 0.625 0.375 0.608254 -0.124327 0.603553 -0.103553 0.00470044 -0.0207736
0.291667 0.625 0.375 0.683116 -0.111761 0.677169 -0.089151 0.00594646 -0.0226096
0.333333 0.625 0.375 0.746361 -0.0972942 0.739199 -0.0732233 0.00716227 -0.0240709
0.375 0.625 0.375 0.796878 -0.0811809 0.788581 -0.0560427 0.0082973 -0.0251383
0.416667 0.625 0.375 0.833782 -0.0636948 0.824469 -0.0379032 0.00931301 -0.0257917
0.458333 0.625 0.375 0.856432 -0.0451304 0.846251 -0.0191151 0.0101805 -0.0260152
0.5 0.625 0.375 0.864432 -0.0257995 0.853553 -8.96727e-18 0.0108783 -0.0257995
0.541667 0.625 0.375 0.857641 -0.00602717 0.846251 0.0191151 0.01139 -0.0251423
0.583333 0.625 0.375 0.836172 0.0138541 0.824469 0.0379032 0.0117023 -0.0240491
0.625 0.625 0.375 0.800384 0.0335097 0.788581 0.0560427 0.0118032 -0.022533
0.666667 0.625 0.375 0.750878 0.0526082 0.739199 0.0732233 0.0116795 -0.0206151
0.708333 0.625 0.375 0.688484 0.0708244 0.677169 0.089151 0.0113142 -0.0183266
0.75 0.625 0.375 0.614237 0.087841 0.603553 0.103553 0.0106838 -0.0157124
0.791667 0.625 0.375 0.529367 0.103346 0.51961 0.116184 0.00975665 -0.0128383
0.833333 0.625 0.375 0.435271 0.117024 0.426777 0.126826 0.00849459 -0.00980241
0.875 0.625 0.375 0.333502 0.128549 0.326641 0.135299 0.0068617 -0.00675019
0.916667 0.625 0.375 0.225761 0.137564 0.220916 0.141457 0.00484552 -0.00389244
0.958333 0.625 0.375 0.113909 0.143674 0.111411 0.145194 0.00249768 -0.00151924
1 0.625 0.375 1.0453e-16 0.146447 1.0453e-16 0.146447 -1.2326e-32 -2.77556e-17
0 0.666667 0.375 0 -0.191342 0 -0.191342 0 2.77556e-17
0.0416667 0.666667 0.375 0.104393 -0.195281 0.104434 -0.189705 -4.11529e-05 -0.00557607
0.0833333 0.666667 0.375 0.207137 -0.194729 0.207082 -0.184822 5.45745e-05 -0.00990759
0.125 0.666667 0.375 0.306654 -0.190127 0.306186 -0.176777 0.000467821 -0.0133501
0.166667 0.666667 0.375 0.401264 -0.181866 0.400052 -0.165707 0.00121263 -0.0161594
0.208333 0.666667 0.375 0.489296 -0.170295 0.487072 -0.151802 0.00222369 -0.0184936
0.25 0.666667 0.375 0.569168 -0.155733 0.565758 -0.135299 0.00340972 -0.0204344
0.291667 0.666667 0.375 0.639446 -0.138493 0.634765 -0.116481 0.00468146 -0.022012
0.333333 0.666667 0.375 0.698873 -0.118898 0.69291 -0.0956709 0.00596327 -0.0232269
0.375 0.666667 0.375 0.746395 -0.0972894 0.739199 -0.0732233 0.00719559 -0.0240661
0.416667 0.666667 0.375 0.781174 -0.0740361 0.77284 -0.0495229 0.00833323 -0.0245133
0.458333 0.666667 0.375 0.8026 -0.0495302 0.793258 -0.0249751 0.00934229 -0.0245551
0.5 0.666667 0.375 0.8103 -0.0241839 0.800103 -1.17163e-17 0.0101971 -0.0241839
0.541667 0.666667 0.375 0.804136 0.00157618 0.793258 0.0249751 0.0108774 -0.0233989
0.583333 0.666667 0.375 0.784206 0.0273164 0.77284 0.0495229 0.0113661 -0.0222064
0.625 0.666667 0.375 0.750845 0.0526034 0.739199 0.0732233 0.0116462 -0.0206199
0.666667 0.666667 0.375 0.704608 0.07701 0.69291 0.0956709 0.0116986 -0.0186608
0.708333 0.666667 0.375 0.646263 0.100121 0.634765 0.116481 0.0114983 -0.0163607
0.75 0.666667 0.375 0.57677 0.121532 0.565758 0.135299 0.0110112 -0.0137668
0.791667 0.666667 0.375 0.497263 0.140851 0.487072 0.151802 0.0101915 -0.0109509
0.833333 0.666667 0.375 0.409036 0.157682 0.400052 0.165707 0.00898447 -0.00802453
0.875 0.666667 0.375 0.313523 0.171617 0.306186 0.176777 0.0073367 -0.00515945
0.916667 0.666667 0.375 0.212306 0.182211 0.207082 0.184822 0.00522383 -0.00261092
0.958333 0.666667 0.375 0.107138 0.188968 0.104434 0.189705 0.00270313 -0.000737196
1 0.666667 0.375 9.79844e-17 0.191342 9.79844e-17 0.191342 -1.2326e-32 -2.77556e-17
0 0.708333 0.375 0 -0.232963 0 -0.232963 0 2.77556e-17
0.0416667 0.708333 0.375 0.0952848 -0.236807 0.0956709 -0.23097 -0.000386032 -0.00583725
0.0833333 0.708333 0.375 0.189098 -0.235203 0.189705 -0.225025 -0.000606729 -0.0101777
0.125 0.708333 0.375 0.280051 -0.228701 0.280493 -0.21523 -0.000441505 -0.0134709
0.166667 0.708333 0.375 0.366612 -0.217795 0.366481 -0.201752 0.00013036 -0.0160429
0.208333 0.708333 0.375 0.447235 -0.202921 0.4462 -0.184822 0.00103565 -0.018099
0.25 0.708333 0.375 0.520454 -0.18448 0.518283 -0.16473 0.00217114 -0.0197504
0.291667 0.708333 0.375 0.584935 -0.162864 0.581499 -0.141819 0.00343639 -0.0210449
0.333333 0.708333 0.375 0.639511 -0.138475 0.634765 -0.116481 0.00474694 -0.0219934
0.375 0.708333 0.375 0.683206 -0.11174 0.677169 -0.089151 0.00603675 -0.0225894
0.416667 0.708333 0.375 0.715244 -0.0831161 0.707988 -0.0602952 0.00725594 -0.0228209
0.458333 0.708333 0.375 0.735059 -0.0530855 0.726692 -0.0304078 0.00836705 -0.0226777
0.5 0.708333 0.375 0.742304 -0.0221545 0.732963 -1.42649e-17 0.00934142 -0.0221545
0.541667 0.708333 0.375 0.736848 0.00915552 0.726692 0.0304078 0.0101559 -0.0212522
0.583333 0.708333 0.375 0.718778 0.0403169 0.707988 0.0602952 0.0107903 -0.0199783
0.625 0.708333 0.375 0.688393 0.0708042 0.677169 0.089151 0.0112239 -0.0183468
0.666667 0.708333 0.375 0.646197 0.100102 0.634765 0.116481 0.0114329 -0.0163794
0.708333 0.708333 0.375 0.592884 0.127711 0.581499 0.141819 0.0113857 -0.0141078
0.75 0.708333 0.375 0.529323 0.153149 0.518283 0.16473 0.0110396 -0.0115808
0.791667 0.708333 0.375 0.456537 0.175947 0.4462 0.184822 0.0103377 -0.00887459
0.833333 0.708333 0.375 0.375693 0.19564 0.366481 0.201752 0.00921106 -0.00611161
0.875 0.708333 0.375 0.288084 0.211744 0.280493 0.21523 0.00759112 -0.00348543
0.916667 0.708333 0.375 0.195147 0.223735 0.189705 0.225025 0.0054422 -0.00129036
0.958333 0.708333 0.375 0.0984955 0.231024 0.0956709 0.23097 0.00282463 5.37581e-05
1 0.708333 0.375 8.97621e-17 0.232963 8.97621e-17 0.232963 -1.2326e-32 -2.77556e-17
0 0.75 0.375 0 -0.270598 0 -0.270598 0 5.55112e-17
0.0416667 0.75 0.375 0.0846014 -0.274265 0.0852703 -0.268283 -0.000668901 -0.00598164
0.0833333 0.75 0.375 0.167927 -0.271622 0.169082 -0.261378 -0.00115431 -0.0102445
0.125 0.75 0.375 0.248795 -0.263327 0.25 -0.25 -0.00120477 -0.0133268
0.166667 0.75 0.375 0.325845 -0.249963 0.326641 -0.234345 -0.000795383 -0.0156184
0.208333 0.75 0.375 0.397687 -0.232046 0.397693 -0.21468 -5.40113e-06 -0.0173661
0.25 0.75 0.375 0.462994 -0.210048 0.46194 -0.191342 0.00105399 -0.0187061
0.291667 0.75 0.375 0.520559 -0.184431 0.518283 -0.16473 0.00227565 -0.0197014
0.333333 0.75 0.375 0.569329 -0.155671 0.565758 -0.135299 0.00357032 -0.0203725
0.375 0.75 0.375 0.608422 -0.124272 0.603553 -0.103553 0.0048687 -0.0207191
0.416667 0.75 0.375 0.63714 -0.0907699 0.631021 -0.0700359 0.0061187 -0.020734
0.458333 0.75 0.375 0.654974 -0.0557306 0.647693 -0.0353201 0.00728117 -0.0204105
0.5 0.75 0.375 0.661607 -0.0197461 0.653281 -1.65694e-17 0.0083259 -0.0197461
0.541667 0.75 0.375 0.656921 0.0165763 0.647693 0.0353201 0.00922816 -0.0187438
0.583333 0.75 0.375 0.640987 0.0526234 0.631021 0.0700359 0.00996569 -0.0174125
0.625 0.75 0.375 0.614069 0.0877865 0.603553 0.103553 0.0105155 -0.0157669
0.666667 0.75 0.375 0.576609 0.12147 0.565758 0.135299 0.0108506 -0.0138287
0.708333 0.75 0.375 0.529218 0.1531 0.518283 0.16473 0.0109351 -0.0116298
0.75 0.75 0.375 0.47266 0.182123 0.46194 0.191342 0.0107206 -0.00921909
0.791667 0.75 0.375 0.407835 0.208005 0.397693 0.21468 0.0101424 -0.00667522
0.833333 0.75 0.375 0.335762 0.230217 0.326641 0.234345 0.00912128 -0.00412765
0.875 0.75 0.375 0.257577 0.248214 0.25 0.25 0.00757713 -0.00178619
0.916667 0.75 0.375 0.174546 0.261401 0.169082 0.261378 0.00546411 2.31514e-05
0.958333 0.75 0.375 0.0881127 0.26911 0.0852703 0.268283 0.0028424 0.000826885
1 0.75 0.375 8.00039e-17 0.270598 8.00039e-17 0.270598 -1.2326e-32 -5.55112e-17
0 0.791667 0.375 0 -0.303603 0 -0.303603 0 5.55112e-17
0.0416667 0.791667 0.375 0.072548 -0.306986 0.0734108 -0.301006 -0.000862852 -0.00598045
0.0833333 0.791667 0.375 0.144027 -0.303319 0.145566 -0.293258 -0.00153831 -0.0100604
0.125 0.791667 0.375 0.213474 -0.293355 0.21523 -0.280493 -0.00175591 -0.0128626
0.166667 0.791667 0.375 0.279722 -0.27776 0.281211 -0.262928 -0.00148954 -0.0148321
0.208333 0.791667 0.375 0.341559 -0.257113 0.342381 -0.240865 -0.000821639 -0.0162482
0.25 0.791667 0.375 0.397827 -0.231945 0.397693 -0.21468 0.00013408 -0.0172654
0.291667 0.791667 0.375 0.447469 -0.20278 0.4462 -0.184822 0.00126957 -0.0179579
0.333333 0.791667 0.375 0.489568 -0.170155 0.487072 -0.151802 0.00249576 -0.0183536
0.375 0.791667 0.375 0.523354 -0.134642 0.51961 -0.116184 0.00374409 -0.0184579
0.416667 0.791667 0.375 0.548221 -0.0968467 0.543258 -0.0785783 0.00496319 -0.0182684
0.458333 0.791667 0.375 0.563725 -0.0574103 0.557611 -0.0396282 0.00611446 -0.0177822
0.5 0.791667 0.375 0.56959 -0.0169998 0.562422 -1.85903e-17 0.00716792 -0.0169998
0.541667 0.791667 0.375 0.565709 0.0237017 0.557611 0.0396282 0.00809874 -0.0159265
0.583333 0.791667 0.375 0.552142 0.0640057 0.543258 0.0785783 0.00888417 -0.0145726
0.625 0.791667 0.375 0.529111 0.10323 0.51961 0.116184 0.0095005 -0.0129535
0.666667 0.791667 0.375 0.496991 0.140711 0.487072 0.151802 0.00991944 -0.0110909
0.708333 0.791667 0.375 0.456303 0.175806 0.4462 0.184822 0.0101038 -0.0090157
0.75 0.791667 0.375 0.407695 0.207904 0.397693 0.21468 0.0100029 -0.00677584
0.791667 0.791667 0.375 0.35193 0.236415 0.342381 0.240865 0.00954875 -0.00444943
0.833333 0.791667 0.375 0.289869 0.26076 0.281211 0.262928 0.00865746 -0.00216766
0.875 0.791667 0.375 0.222472 0.280344 0.21523 0.280493 0.007242 -0.000148485
0.916667 0.791667 0.375 0.150814 0.294519 0.145566 0.293258 0.0052487 0.00126072
0.958333 0.791667 0.375 0.0761449 0.302548 0.0734108 0.301006 0.00273405 0.00154262
1 0.791667 0.375 6.88769e-17 0.303603 6.88769e-17 0.303603 -1.2326e-32 -5.55112e-17
0 0.833333 0.375 0 -0.331414 0 -0.331414 0 5.55112e-17
0.0416667 0.833333 0.375 0.0593557 -0.334364 0.0602952 -0.328578 -0.000939569 -0.00578523
0.0833333 0.833333 0.375 0.117852 -0.329666 0.119559 -0.320121 -0.0017069 -0.00954512
0.125 0.833333 0.375 0.174749 -0.318171 0.176777 -0.306186 -0.00202728 -0.0119846
0.166667 0.833333 0.375 0.229094 -0.300604 0.23097 -0.287013 -0.00187636 -0.0135915
0.208333 0.833333 0.375 0.279876 -0.277591 0.281211 -0.262928 -0.00133538 -0.0146629
0.25 0.833333 0.375 0.326127 -0.249706 0.326641 -0.234345 -0.000513386 -0.0153609
0.291667 0.833333 0.375 0.366969 -0.217516 0.366481 -0.201752 0.00048782 -0.0157642
0.333333 0.833333 0.375 0.401637 -0.181612 0.400052 -0.165707 0.00158533 -0.0159053
0.375 0.833333 0.375 0.429492 -0.142621 0.426777 -0.126826 0.0027158 -0.0157941
0.416667 0.833333 0.375 0.450032 -0.101208 0.4462 -0.0857761 0.00383201 -0.0154322
0.458333 0.833333 0.375 0.462886 -0.0580787 0.457988 -0.0432582 0.00489842 -0.0148205
0.5 0.833333 0.375 0.467827 -0.0139626 0.46194 -2.02932e-17 0.0058873 -0.0139626
0.541667 0.833333 0.375 0.464763 0.0303924 0.457988 0.0432582 0.00677544 -0.0128657
0.583333 0.833333 0.375 0.453741 0.0742347 0.4462 0.0857761 0.00754138 -0.0115414
0.625 0.833333 0.375 0.434939 0.116821 0.426777 0.126826 0.00816251 -0.0100054
0.666667 0.833333 0.375 0.408663 0.157428 0.400052 0.165707 0.00861178 -0.00827859
0.708333 0.833333 0.375 0.375335 0.195362 0.366481 0.201752 0.0088536 -0.0063903
0.75 0.833333 0.375 0.33548 0.22996 0.326641 0.234345 0.00883928 -0.00438521
0.791667 0.833333 0.375 0.289714 0.260591 0.281211 0.262928 0.0085033 -0.00233689
0.833333 0.833333 0.375 0.238734 0.286642 0.23097 0.287013 0.00776365 -0.000371055
0.875 0.833333 0.375 0.18331 0.307484 0.176777 0.306186 0.00653322 0.00129811
0.916667 0.833333 0.375 0.124313 0.322438 0.119559 0.320121 0.00475439 0.00231756
0.958333 0.833333 0.375 0.0627717 0.330719 0.0602952 0.328578 0.00247646 0.00214027
1 0.833333 0.375 5.65713e-17 0.331414 5.65713e-17 0.331414 -1.2326e-32 -5.55112e-17
0 0.875 0.375 0 -0.353553 0 -0.353553 0 5.55112e-17
0.0416667 0.875 0.375 0.0452736 -0.355842 0.046148 -0.350529 -0.000874391 -0.00531343
0.0833333 0.875 0.375 0.0898907 -0.350071 0.0915064 -0.341506 -0.00161565 -0.00856484
0.125 0.875 0.375 0.133337 -0.337182 0.135299 -0.326641 -0.00196226 -0.0105415
0.166667 0.875 0.375 0.174883 -0.317935 0.176777 -0.306186 -0.00189388 -0.0117489
0.208333 0.875 0.375 0.213746 -0.29297 0.21523 -0.280493 -0.00148402 -0.0124772
0.25 0.875 0.375 0.249172 -0.26288 0.25 -0.25 -0.000828037 -0.0128802
0.291667 0.875 0.375 0.280479 -0.228262 0.280493 -0.21523 -1.32687e-05 -0.0130323
0.333333 0.875 0.375 0.307076 -0.189743 0.306186 -0.176777 0.000890037 -0.0129661
0.375 0.875 0.375 0.328469 -0.147993 0.326641 -0.135299 0.00182863 -0.0126938
0.416667 0.875 0.375 0.344269 -0.103727 0.341506 -0.0915064 0.00276293 -0.0122202
0.458333 0.875 0.375 0.354192 -0.0576971 0.350529 -0.046148 0.00366315 -0.0115492
0.5 0.875 0.375 0.358059 -0.0106865 0.353553 -2.16489e-17 0.00450594 -0.0106865
0.541667 0.875 0.375 0.3558 0.036507 0.350529 0.046148 0.00527164 -0.00964098
0.583333 0.875 0.375 0.347448 0.0830818 0.341506 0.0915064 0.00594188 -0.00842453
0.625 0.875 0.375 0.333138 0.128247 0.326641 0.135299 0.00649727 -0.00705228
0.666667 0.875 0.375 0.313101 0.171233 0.306186 0.176777 0.00691449 -0.00554345
0.708333 0.875 0.375 0.287656 0.211306 0.280493 0.21523 0.00716288 -0.003924
0.75 0.875 0.375 0.2572 0.247767 0.25 0.25 0.0072004 -0.00223283
0.791667 0.875 0.375 0.2222 0.279959 0.21523 0.280493 0.00697011 -0.000533854
0.833333 0.875 0.375 0.183177 0.307249 0.176777 0.306186 0.00639982 0.00106236
0.875 0.875 0.375 0.14071 0.329003 0.135299 0.326641 0.00541096 0.00236236
0.916667 0.875 0.375 0.0954544 0.344539 0.0915064 0.341506 0.00394809 0.0030331
0.958333 0.875 0.375 0.0481987 0.353052 0.046148 0.350529 0.00205068 0.0025237
1 0.875 0.375 4.32978e-17 0.353553 4.32978e-17 0.353553 -6.16298e-33 -5.55112e-17
0 0.916667 0.375 0 -0.369644 0 -0.369644 0 5.55112e-17
0.0416667 0.916667 0.375 0.0305533 -0.370902 0.0312111 -0.366481 -0.000657788 -0.00442088
0.0833333 0.916667 0.375 0.060641 -0.363951 0.0618882 -0.357049 -0.00124715 -0.00690242
0.125 0.916667 0.375 0.0899665 -0.349807 0.0915064 -0.341506 -0.00153989 -0.00830106
0.166667 0.916667 0.375 0.118038 -0.329205 0.119559 -0.320121 -0.00152055 -0.00908397
0.208333 0.916667 0.375 0.144319 -0.302752 0.145566 -0.293258 -0.00124629 -0.00949421
0.25 0.916667 0.375 0.168293 -0.271033 0.169082 -0.261378 -0.000788709 -0.00965532
0.291667 0.916667 0.375 0.189493 -0.234652 0.189705 -0.225025 -0.0002122 -0.00962702
0.333333 0.916667 0.375 0.207514 -0.194258 0.207082 -0.184822 0.000432024 -0.00943634
0.375 0.916667 0.375 0.222021 -0.150552 0.220916 -0.141457 0.00110539 -0.00909508
0.416667 0.916667 0.375 0.232749 -0.10428 0.23097 -0.0956709 0.00177933 -0.00860941
0.458333 0.916667 0.375 0.239504 -0.0562329 0.237072 -0.0482482 0.00243233 -0.00798468
0.5 0.916667 0.375 0.242165 -0.00722756 0.239118 -2.26342e-17 0.00304749 -0.00722756
0.541667 0.916667 0.375 0.240682 0.0419014 0.237072 0.0482482 0.00361051 -0.00634678
0.583333 0.916667 0.375 0.235078 0.0903177 0.23097 0.0956709 0.00410797 -0.00535317
0.625 0.916667 0.375 0.225442 0.137197 0.220916 0.141457 0.00452564 -0.00425972
0.666667 0.916667 0.375 0.211928 0.18174 0.207082 0.184822 0.00484638 -0.00308217
0.708333 0.916667 0.375 0.194752 0.223184 0.189705 0.225025 0.00504767 -0.001841
0.75 0.916667 0.375 0.17418 0.260812 0.169082 0.261378 0.00509851 -0.000565998
0.791667 0.916667 0.375 0.150522 0.293953 0.145566 0.293258 0.00495667 0.000694487
0.833333 0.916667 0.375 0.124127 0.321977 0.119559 0.320121 0.00456804 0.00185641
0.875 0.916667 0.375 0.0953787 0.344276 0.0915064 0.341506 0.00387233 0.00276932
0.916667 0.916667 0.375 0.0647128 0.36021 0.0618882 0.357049 0.00282465 0.00316116
0.958333 0.916667 0.375 0.0326645 0.369016 0.0312111 0.366481 0.00145334 0.00253411
1 0.916667 0.375 2.92835e-17 0.369644 2.92835e-17 0.369644 -6.16298e-33 -5.55112e-17
0 0.958333 0.375 0 -0.37941 0 -0.37941 0 5.55112e-17
0.0416667 0.958333 0.375 0.0154192 -0.379003 0.0157402 -0.376164 -0.000321058 -0.00283977
0.0833333 0.958333 0.375 0.0305623 -0.370696 0.0312111 -0.366481 -0.000648769 -0.00421472
0.125 0.958333 0.375 0.0453303 -0.35546 0.046148 -0.350529 -0.000817716 -0.00493126
0.166667 0.958333 0.375 0.0594764 -0.333872 0.0602952 -0.328578 -0.000818818 -0.005294
0.208333 0.958333 0.375 0.0727271 -0.306452 0.0734108 -0.301006 -0.000683709 -0.00544578
0.25 0.958333 0.375 0.0848194 -0.27374 0.0852703 -0.268283 -0.000450987 -0.00545675
0.291667 0.958333 0.375 0.095516 -0.236331 0.0956709 -0.23097 -0.000154884 -0.00536086
0.333333 0.958333 0.375 0.104612 -0.194879 0.104434 -0.189705 0.000177595 -0.00517414
0.375 0.958333 0.375 0.111937 -0.150098 0.111411 -0.145194 0.000526222 -0.00490443
0.416667 0.958333 0.375 0.117358 -0.102755 0.116481 -0.0981984 0.000876058 -0.00455659
0.458333 0.958333 0.375 0.120775 -0.0536579 0.119559 -0.0495229 0.00121589 -0.00413505
0.5 0.958333 0.375 0.122127 -0.00364496 0.12059 -2.32321e-17 0.00153689 -0.00364496
0.541667 0.958333 0.375 0.12139 0.0464304 0.119559 0.0495229 0.0018316 -0.00309251
0.583333 0.958333 0.375 0.118574 0.0957135 0.116481 0.0981984 0.00209299 -0.00248494
0.625 0.958333 0.375 0.113725 0.143363 0.111411 0.145194 0.00231359 -0.00183059
0.666667 0.958333 0.375 0.106919 0.188566 0.104434 0.189705 0.00248438 -0.00113912
0.708333 0.958333 0.375 0.0982643 0.230547 0.0956709 0.23097 0.00259348 -0.000422626
0.75 0.958333 0.375 0.0878948 0.268585 0.0852703 0.268283 0.00262448 0.000301992
0.791667 0.958333 0.375 0.0759657 0.302014 0.0734108 0.301006 0.00255491 0.00100795
0.833333 0.958333 0.375 0.062651 0.330227 0.0602952 0.328578 0.00235571 0.00164904
0.875 0.958333 0.375 0.048142 0.35267 0.046148 0.350529 0.001994 0.00214153
0.916667 0.958333 0.375 0.0326554 0.368809 0.0312111 0.366481 0.00144432 0.00232795
0.958333 0.958333 0.375 0.0164625 0.378052 0.0157402 0.376164 0.000722268 0.00188825
1 0.958333 0.375 1.47681e-17 0.37941 1.47681e-17 0.37941 -3.08149e-33 -5.55112e-17
0 1 0.375 0 -0.382683 0 -0.382683 0 5.55112e-17
0.0416667 1 0.375 1.47681e-17 -0.37941 1.47681e-17 -0.37941 -3.08149e-33 5.55112e-17
0.0833333 1 0.375 2.92835e-17 -0.369644 2.92835e-17 -0.369644 -6.16298e-33 5.55112e-17
0.125 1 0.375 4.32978e-17 -0.353553 4.32978e-17 -0.353553 -6.16298e-33 5.55112e-17
0.166667 1 0.375 5.65713e-17 -0.331414 5.65713e-17 -0.331414 -1.2326e-32 5.55112e-17
0.208333 1 0.375 6.88769e-17 -0.303603 6.88769e-17 -0.303603 -1.2326e-32 5.55112e-17
0.25 1 0.375 8.00039e-17 -0.270598 8.00039e-17 -0.270598 -1.2326e-32 5.55112e-17
0.291667 1 0.375 8.97621e-17 -0.232963 8.97621e-17 -0.232963 -1.2326e-32 2.77556e-17
0.333333 1 0.375 9.79844e-17 -0.191342 9.79844e-17 -0.191342 -1.2326e-32 2.77556e-17
0.375 1 0.375 1.0453e-16 -0.146447 1.0453e-16 -0.146447 -1.2326e-32 2.77556e-17
0.416667 1 0.375 1.09287e-16 -0.0990458 1.09287e-16 -0.0990458 -1.2326e-32 1.38778e-17
0.458333 1 0.375 1.12175e-16 -0.0499502 1.12175e-16 -0.0499502 -2.46519e-32 6.93889e-18
0.5 1 0.375 1.13143e-16 -2.34326e-17 1.13143e-16 -2.34326e-17 -2.46519e-32 3.08149e-33
0.541667 1 0.375 1.12175e-16 0.0499502 1.12175e-16 0.0499502 -2.46519e-32 -6.93889e-18
0.583333 1 0.375 1.09287e-16 0.0990458 1.09287e-16 0.0990458 -1.2326e-32 -1.38778e-17
0.625 1 0.375 1.0453e-16 0.146447 1.0453e-16 0.146447 -1.2326e-32 -2.77556e-17
0.666667 1 0.375 9.79844e-17 0.191342 9.79844e-17 0.191342 -1.2326e-32 -2.77556e-17
0.708333 1 0.375 8.97621e-17 0.232963 8.97621e-17 0.232963 -1.2326e-32 -2.77556e-17
0.75 1 0.375 8.00039e-17 0.270598 8.00039e-17 0.270598 -1.2326e-32 -5.55112e-17
0.791667 1 0.375 6.88769e-17 0.303603 6.88769e-17 0.303603 -1.2326e-32 -5.55112e-17
0.833333 1 0.375 5.65713e-17 0.331414 5.65713e-17 0.331414 -1.2326e-32 -5.55112e-17
0.875 1 0.375 4.32978e-17 0.353553 4.32978e-17 0.353553 -6.16298e-33 -5.55112e-17
0.916667 1 0.375 2.92835e-17 0.369644 2.92835e-17 0.369644 -6.16298e-33 -5.55112e-17
0.958333 1 0.375 1.47681e-17 0.37941 1.47681e-17 0.37941 -3.08149e-33 -5.55112e-17
1 1 0.375 1.3856e-32 0.382683 1.3856e-32 0.382683 -2.73691e-48 -5.55112e-17
0 0 0.416667 0 0.258819 0 0.258819 0 -5.55112e-17
0.0416667 0 0.416667 0 0.256605 0 0.256605 0 -5.55112e-17
0.0833333 0 0.416667 0 0.25 0 0.25 0 -5.55112e-17
0.125 0 0.416667 0 0.239118 0 0.239118 0 -2.77556e-17
0.166667 0 0.416667 0 0.224144 0 0.224144 0 -2.77556e-17
0.208333 0 0.416667 0 0.205335 0 0.205335 0 -2.77556e-17
